Name,Value
APTRIAL_force_available,false
APTRIAL_force_overnight,false
APTRIAL_force_purchase,false
AUDIO_activeProcessingMux,SPCStereo
AUDIO_alertChimePeriodMs,1000
AUDIO_alertChimeVolume,0.010
AUDIO_ampVersion,@invalid
AUDIO_audioSource,BluetoothMedia
AUDIO_balance,0.000
AUDIO_configurationType,Premium
AUDIO_dolbyAvailable,true
AUDIO_dolbyPermittedForRadio,false
AUDIO_dolbyProLogicIIxPermitted,true
AUDIO_dspState,Ready
AUDIO_dynamicsRecovery,@invalid
AUDIO_entertainmentMute,false
AUDIO_entertainmentVolume,25.000
AUDIO_eqGainChanged,7
AUDIO_fade,0.000
AUDIO_immersiveEffect,50.000
AUDIO_inputLevel0,0.000
AUDIO_inputLevel1,0.000
AUDIO_inputLevel10,0.000
AUDIO_inputLevel11,0.000
AUDIO_inputLevel12,0.000
AUDIO_inputLevel13,0.000
AUDIO_inputLevel14,0.000
AUDIO_inputLevel15,0.000
AUDIO_inputLevel2,0.000
AUDIO_inputLevel3,0.000
AUDIO_inputLevel4,0.000
AUDIO_inputLevel5,0.000
AUDIO_inputLevel6,0.000
AUDIO_inputLevel7,0.000
AUDIO_inputLevel8,0.000
AUDIO_inputLevel9,0.000
AUDIO_levelsChanged,20180
AUDIO_lockChimePeriodMs,500
AUDIO_lockChimeVolume,0.010
AUDIO_masterMute,false
AUDIO_microphoneRecording,false
AUDIO_navigationVolume,0.000
AUDIO_navigationZones,69
AUDIO_outputLevel0,0.000
AUDIO_outputLevel1,0.000
AUDIO_outputLevel10,0.000
AUDIO_outputLevel11,0.000
AUDIO_outputLevel12,0.000
AUDIO_outputLevel2,0.000
AUDIO_outputLevel3,0.000
AUDIO_outputLevel4,0.000
AUDIO_outputLevel5,0.000
AUDIO_outputLevel6,0.000
AUDIO_outputLevel7,0.000
AUDIO_outputLevel8,0.000
AUDIO_outputLevel9,0.000
AUDIO_phoneRXMute,true
AUDIO_phoneRXVolume,38.000
AUDIO_processingMux,SPCStereo
AUDIO_pwsGain,-20.000
AUDIO_safetyMuteEnabled,false
AUDIO_speedEffect,0.000
AUDIO_tunerMute,false
AUDIO_turnSignalPeriodMs,680
AUDIO_turnSignalVolume,0.007
AUDIO_version,16022901/02000474
AUDIO_volumeMux,DSPC
BC_trailerDetected,@invalid
BLUETOOTH_A2DPSourceId,0
BLUETOOTH_A2DPSourceName,
BLUETOOTH_A2DPState,Disconnected
BLUETOOTH_HFPState,Disconnected
BLUETOOTH_RSSI,0
BLUETOOTH_address,FBF8F5B70390
BLUETOOTH_antennaConnected,@invalid
BLUETOOTH_autoconnectActive,false
BLUETOOTH_checkPairingResults,0
BLUETOOTH_connectedDeviceId,0
BLUETOOTH_connectionsChanged,0
BLUETOOTH_enabled,false
BLUETOOTH_forgetDeviceOperationCounter,0
BLUETOOTH_forgottenDeviceId,0
BLUETOOTH_inquiryEnded,true
BLUETOOTH_inquiryResults,
BLUETOOTH_lastPairedId,0
BLUETOOTH_pairingPin,@invalid
BLUETOOTH_pairingResults,Failed1
BLUETOOTH_phoneError,None
BLUETOOTH_phoneMake,
BLUETOOTH_phoneModel,
BLUETOOTH_phoneSignalLevel,0
BLUETOOTH_phoneVRStatus,Undefined
BLUETOOTH_phoneVersion,
BLUETOOTH_serviceMode,0
BLUETOOTH_serviceState,Shutdown
BLUETOOTH_startedServices,0
BLUETOOTH_supportedServices,0
BLUETOOTH_version,@invalid
BMS_chargePowerAvailable,@invalid
BMS_debugDisable,false
BMS_debugEnable,false
BMS_energyBuffer,4.000
BMS_expectedEnergyRemaining,53.100
BMS_idealEnergyRemaining,55.900
BMS_nominalEnergyRemaining,57.000
BMS_nominalFullPackEnergyRemaining,79.100
BTPhoneErrChanged,0
CAPI_keepAliveReason,remote API request
CAPI_keepAliveRequest,@invalid
CAPI_remoteAutopark,Off
CAPI_remoteClosureRequest,None
CAPI_remoteHeartbeat,0
CAPI_remotePreconditionCabinRequest,Off
CARSERVER_netStats,"-=158.625,-=2475.218,-=32.323,-=117.023,-=27.363,-=19.646,-=161.858,-=50.670,-=0.000,-=0.000"
CD_displayState,0
CHADA_currentRequest,@invalid
CHADA_evseConnectorTemp,@invalid
CHADA_evseCurrentAvailable,@invalid
CHADA_evseProtocolVersion,@invalid
CHADA_flybackVoltage,@invalid
CHADA_pcbaTemp,@invalid
CHADA_state,@invalid
CHADA_vehicleConnectorTemp,@invalid
CHADA_vehicleProtocolVersion,@invalid
CONN_antennaCell,Normal
CONN_antennaCell2,Normal
CONN_antennaGPS,@invalid
CONN_cellAPN,tesla01.com.attz
CONN_cellActive,true
CONN_cellAppVersion,01.310
CONN_cellBand,@invalid
CONN_cellBandwidth,4 band/20 up/20 down
CONN_cellBootVersion,@invalid
CONN_cellCapabilities,@invalid
CONN_cellChannel,2150
CONN_cellConnected,true
CONN_cellDialAttempts,0
CONN_cellEMMState,@invalid
CONN_cellEid,@invalid
CONN_cellErrorCode,@invalid
CONN_cellGMMState,@invalid
CONN_cellGPRSBearer,lte
CONN_cellGPRSState,@invalid
CONN_cellGeneralIndicator,@invalid
CONN_cellInternetCheckFailed,0
CONN_cellLimitedService,false
CONN_cellLocalTime,@invalid
CONN_cellMMState,@invalid
CONN_cellMode,@invalid
CONN_cellModel,ALS3-US
CONN_cellModemRecoveryResets,0
CONN_cellNetwork,LTE
CONN_cellOperator,AT&T
CONN_cellPSState,1
CONN_cellReceivePower,-99
CONN_cellRoamingDisallowed,false
CONN_cellSMSCounter,@invalid
CONN_cellSearch,false
CONN_cellSignalBars,1
CONN_cellSignalStrength,-99
CONN_cellSimSelection,@invalid
CONN_cellSystemMode,4G
CONN_cellTimeZone,@invalid
CONN_cellUTCTime,@invalid
CONN_connectedToInternet,true
CONN_gwMonitorModemPower,true
CONN_modemCommandResponse,@invalid
CONN_modemConfig,gemalto_lte
CONN_modemResetLoopDetected,0
CONN_registrationStatus,@invalid
CONN_version,1.1
CONN_vpnConnected,true
CONN_wifiActive,true
CONN_wifiConnected,true
CONN_wifiInterfaceIP,192.168.1.172
CONN_wifiInternetCheckFailed,0
CONN_wifiOnlineCheckFailed,0
DASMapDbg_CSASource,@invalid
DASMapDbg_CurrentGeohash,@invalid
DASMapDbg_DbEntrySelected,false
DASMapDbg_DbFilesLoaded,false
DASMapDbg_DbFitSuccessful,false
DASMapDbg_DbIntegrationSuccess,false
DASMapDbg_NumPointsToPolyFit,0.000
DASMapDbg_adasAppDebugTrigger,0
DASMapDbg_autoParkAvailability,@invalid
DASMapDbg_autosteerRestricted,false
DASMapDbg_blacklistSource,@invalid
DASMapDbg_controlPointHeading,0.000
DASMapDbg_controlPointLat,0.000
DASMapDbg_controlPointLon,0.000
DASMapDbg_controlledAccess,false
DASMapDbg_csaCurvHealth,@invalid
DASMapDbg_csaCurvMapFitRoadAngle,@invalid
DASMapDbg_csaCurvMapFitRoadDistance,@invalid
DASMapDbg_csaCurvPolyC1,@invalid
DASMapDbg_csaCurvPolyC2,@invalid
DASMapDbg_csaCurvPolyC3,@invalid
DASMapDbg_csaCurvValid,@invalid
DASMapDbg_csaMppPt0X,@invalid
DASMapDbg_csaMppPt0Y,@invalid
DASMapDbg_csaMppPt1X,@invalid
DASMapDbg_csaMppPt1Y,@invalid
DASMapDbg_csaMppPt2X,@invalid
DASMapDbg_csaMppPt2Y,@invalid
DASMapDbg_csaMppPt3X,@invalid
DASMapDbg_csaMppPt3Y,@invalid
DASMapDbg_csaMppPt4X,@invalid
DASMapDbg_csaMppPt4Y,@invalid
DASMapDbg_csaMppPt5X,@invalid
DASMapDbg_csaMppPt5Y,@invalid
DASMapDbg_csaMppVehicleSORX,@invalid
DASMapDbg_csaMppVehicleSORY,@invalid
DASMapDbg_currentlySendingDatabaseValues,false
DASMapDbg_curvatureHealth,0
DASMapDbg_curvatureMapFitRoadAngle,@invalid
DASMapDbg_curvatureMapFitRoadDistance,@invalid
DASMapDbg_curvaturePolyC1,@invalid
DASMapDbg_curvaturePolyC2,@invalid
DASMapDbg_curvaturePolyC3,@invalid
DASMapDbg_curvatureTrigger,0
DASMapDbg_curvatureValid,false
DASMapDbg_distanceToControlPoint,0.000
DASMapDbg_distanceToEndOfNextRadarTarget,0.000
DASMapDbg_distanceToNextRadarTarget,0.000
DASMapDbg_fleetAcceleration,0.000
DASMapDbg_fleetSpeed,0.000
DASMapDbg_geometrySource,@invalid
DASMapDbg_gpsHeading,0.000
DASMapDbg_gpsLat,0.000
DASMapDbg_gpsLon,0.000
DASMapDbg_headingDiffToControlPoint,0.000
DASMapDbg_heightOfNextRadarTarget,0.000
DASMapDbg_hmmSplineProbability,0.000
DASMapDbg_integratedGpsHeading,0.000
DASMapDbg_integratedGpsLat,0.000
DASMapDbg_integratedGpsLon,0.000
DASMapDbg_metaDataSource,@invalid
DASMapDbg_nextBranchDistanceInMeters,0.000
DASMapDbg_nextBranchOffRampSide,@invalid
DASMapDbg_offrampCurvHealth,@invalid
DASMapDbg_offrampCurvMapFitRoadAngle,@invalid
DASMapDbg_offrampCurvMapFitRoadDistance,@invalid
DASMapDbg_offrampCurvPolyC1,@invalid
DASMapDbg_offrampCurvPolyC2,@invalid
DASMapDbg_offrampCurvPolyC3,@invalid
DASMapDbg_offrampCurvValid,@invalid
DASMapDbg_onHighway,false
DASMapDbg_pedalMisapplicationMitigationEnabled,false
DASMapDbg_radarBrakingEnabled,false
DASMapDbg_ramp,false
DASMapDbg_ramp_type,@invalid
DASMapDbg_roadClass,@invalid
DASMapDbg_speedLimit,0.000
DASMapDbg_speedLimitUnitsMetric,false
DASMapDbg_tValLat,0.000
DASMapDbg_tValLon,0.000
DASMapDbg_tileBlacklistAvailable,false
DASMapDbg_tileCenterTileVersion,@invalid
DASMapDbg_tileCenterTileVersionPlusSchema,@invalid
DASMapDbg_tileCurrentHash,@invalid
DASMapDbg_tileDataValid,false
DASMapDbg_tileDistanceFromSpline,0.000
DASMapDbg_tileNearestSpline,0
DASMapDbg_tileSplineT,0.000
DASMapDbg_tileSplineWidth,0.000
DASMapDbg_tileTrust,0.000
DASMapDbg_trustRadarMap,false
DASMapDbg_tunnel,false
DAS_ACC_report,@invalid
DAS_accSpeedLimit,@invalid
DAS_accState,@invalid
DAS_autoEmergencyBraking,@invalid
DAS_autoLaneChangeState,@invalid
DAS_autoparkReady,@invalid
DAS_autopilotAbortReason,@invalid
DAS_autopilotActivationFailure,@invalid
DAS_autopilotHandsOnState,@invalid
DAS_autopilotState,@invalid
DAS_autosteerBottsDotsUsage,@invalid
DAS_autosteerHPPUsage,@invalid
DAS_autosteerHealthAnomalyLevel,@invalid
DAS_autosteerHealthState,@invalid
DAS_autosteerMIA,@invalid
DAS_autosteerModelUsage,@invalid
DAS_autosteerNavigationUsage,@invalid
DAS_autosteerVehiclesUsage,@invalid
DAS_behaviorReport,@invalid
DAS_behaviorType,@invalid
DAS_blindSpotRearLeft,@invalid
DAS_blindSpotRearRight,@invalid
DAS_constructionZone,@invalid
DAS_controlDistance,@invalid
DAS_controllerHealth,@invalid
DAS_controllerRef,@invalid
DAS_cruiseCutInVehicleDistance,@invalid
DAS_cruiseCutInVehicleID,@invalid
DAS_cruiseCutInVehicleLatPosition,@invalid
DAS_cruiseCutInVehicleRelVelocity,@invalid
DAS_cruiseCutInVehicleRelevantForControl,@invalid
DAS_cruiseCutInVehicleType,@invalid
DAS_cruiseHold,@invalid
DAS_cruiseLeadVehicle2Distance,@invalid
DAS_cruiseLeadVehicle2ID,@invalid
DAS_cruiseLeadVehicle2LatPosition,@invalid
DAS_cruiseLeadVehicle2RelVelocity,@invalid
DAS_cruiseLeadVehicle2RelevantForControl,@invalid
DAS_cruiseLeadVehicle2Type,@invalid
DAS_cruiseLeadVehicleDistance,@invalid
DAS_cruiseLeadVehicleID,@invalid
DAS_cruiseLeadVehicleLatPosition,@invalid
DAS_cruiseLeadVehicleRelVelocity,@invalid
DAS_cruiseLeadVehicleRelevantForControl,@invalid
DAS_cruiseLeadVehicleType,@invalid
DAS_cruiseLeftVehicle2Distance,@invalid
DAS_cruiseLeftVehicle2ID,@invalid
DAS_cruiseLeftVehicle2LatPosition,@invalid
DAS_cruiseLeftVehicle2RelVelocity,@invalid
DAS_cruiseLeftVehicle2RelevantForControl,@invalid
DAS_cruiseLeftVehicle2Type,@invalid
DAS_cruiseLeftVehicleDistance,@invalid
DAS_cruiseLeftVehicleID,@invalid
DAS_cruiseLeftVehicleLatPosition,@invalid
DAS_cruiseLeftVehicleRelVelocity,@invalid
DAS_cruiseLeftVehicleRelevantForControl,@invalid
DAS_cruiseLeftVehicleType,@invalid
DAS_cruiseRightVehicle2Distance,@invalid
DAS_cruiseRightVehicle2ID,@invalid
DAS_cruiseRightVehicle2LatPosition,@invalid
DAS_cruiseRightVehicle2RelVelocity,@invalid
DAS_cruiseRightVehicle2RelevantForControl,@invalid
DAS_cruiseRightVehicle2Type,@invalid
DAS_cruiseRightVehicleDistance,@invalid
DAS_cruiseRightVehicleID,@invalid
DAS_cruiseRightVehicleLatPosition,@invalid
DAS_cruiseRightVehicleRelVelocity,@invalid
DAS_cruiseRightVehicleRelevantForControl,@invalid
DAS_cruiseRightVehicleType,@invalid
DAS_cruiseSnapSpeed,@invalid
DAS_csaState,@invalid
DAS_driverInteractionLevel,@invalid
DAS_fleetSpeedState,@invalid
DAS_hazardsRequest,@invalid
DAS_highLowBeamDecision,@invalid
DAS_intelligentSpeedAssist,@invalid
DAS_laneChangeState,@invalid
DAS_laneDepartureWarning,@invalid
DAS_lastAutosteerAbortReason,@invalid
DAS_lastKnownPhoneGpsAccuracy,@invalid
DAS_lastKnownPhoneGpsLocation,@invalid
DAS_lastLinePreferenceReason,@invalid
DAS_lastWatchdogCode,@invalid
DAS_leftFork,@invalid
DAS_leftLaneExists,@invalid
DAS_leftLineUsage,@invalid
DAS_localizerHealth,@invalid
DAS_longCollisionWarning,@invalid
DAS_lssState,@invalid
DAS_manualSpeedAssist,@invalid
DAS_mapAvailability,@invalid
DAS_missionPlan,@invalid
DAS_navAvailable,@invalid
DAS_navDistance,@invalid
DAS_offsetSide,@invalid
DAS_plannerState,@invalid
DAS_radarTelemetryTrigger,@invalid
DAS_regulatorySpeedAssist,@invalid
DAS_rightFork,@invalid
DAS_rightLaneExists,@invalid
DAS_rightLineUsage,@invalid
DAS_roadEstimator,@invalid
DAS_roadSignColor,@invalid
DAS_roadSignControlActive,@invalid
DAS_roadSignId,@invalid
DAS_roadSignSource,@invalid
DAS_roadSignStopLineDist,@invalid
DAS_roadSurfaceType,@invalid
DAS_rqstedBehaviorStatus,@invalid
DAS_setSpeed,@invalid
DAS_sideCollisionAvoid,@invalid
DAS_sideCollisionInhibit,@invalid
DAS_sideCollisionWarning,@invalid
DAS_signSpeedLimit,@invalid
DAS_summonAvailable,false
DAS_summonClearedGate,@invalid
DAS_summonObstacle,@invalid
DAS_suppressSpeedWarning,@invalid
DAS_ulcInProgress,@invalid
DAS_ulcType,@invalid
DAS_uncommandedManeuverActive,false
DAS_visionOnlySpeedLimit,@invalid
DIS_debugEnable,false
DI_autoparkState,@invalid
DI_debugEnable,false
DI_parkBrakePanic,@invalid
DI_summonInPanic,@invalid
DI_trailerDetected,@invalid
DOOR_closeAllStatus,@invalid
DOOR_falconDoorStatusDriver,@invalid
DOOR_falconDoorStatusPassenger,@invalid
DOOR_falconDriverCalibrationRequired,@invalid
DOOR_falconDriverChimeRequest,@invalid
DOOR_falconDriverMaxHeight,@invalid
DOOR_falconDriverObstacle,@invalid
DOOR_falconDriverQuickOpenAvailable,@invalid
DOOR_falconDriverQuickOpening,@invalid
DOOR_falconIndoorMode,@invalid
DOOR_falconPassengerCalibrationRequired,@invalid
DOOR_falconPassengerChimeRequest,@invalid
DOOR_falconPassengerMaxHeight,@invalid
DOOR_falconPassengerObstacle,@invalid
DOOR_falconPassengerQuickOpenAvailable,@invalid
DOOR_falconPassengerQuickOpening,@invalid
DOOR_frontDriverLatch,@invalid
DOOR_frontDriverMoving,@invalid
DOOR_frontDriverNextAction,@invalid
DOOR_frontDriverPercentOpen,@invalid
DOOR_frontPassengerLatch,@invalid
DOOR_frontPassengerMoving,@invalid
DOOR_frontPassengerNextAction,@invalid
DOOR_frontPassengerPercentOpen,@invalid
DOOR_frontTrunkLatch,@invalid
DOOR_powerLiftGateChimeRequest,@invalid
DOOR_powerLiftGateStatus,@invalid
DOOR_rearDriverLatch,@invalid
DOOR_rearPassengerLatch,@invalid
DOOR_rearTrunkLatch,@invalid
EAS_allowedLevels,@invalid
EAS_currentLevel,Low
EAS_jackModeLamp,false
EAS_levelingNotAllowed,@invalid
EAS_levelingNotPossible,@invalid
EAS_limpMode,@invalid
EAS_mode,@invalid
EAS_spinner,@invalid
EAS_systemDisabled,@invalid
EAS_targetLevel,Low
EBHZN_currentBranchIsAutosteerRestricted,@invalid
EBHZN_currentBranchIsControlledAccess,@invalid
EBHZN_currentBranchIsRamp,@invalid
EBHZN_currentBranchRoadClass,@invalid
EBHZN_dasBranchTrigger,@invalid
EBHZN_externalRouteLastUpdated,@invalid
EBHZN_nextBranchDistanceInMeters,@invalid
EBHZN_nextBranchOffRampToLeft,@invalid
EBHZN_nextBranchOffRampToRight,@invalid
EBHZN_speedLimit,@invalid
EBHZN_speedLimitUnits,@invalid
EBNKMAP_3DMode,@invalid
EBNKMAP_autoRefreshEnabled,@invalid
EBNKMAP_autoZoomEnabled,@invalid
EBNKMAP_dayMode,@invalid
EBNKMAP_mapInitialized,@invalid
EBNKMAP_mapScreenHeight,@invalid
EBNKMAP_mapScreenWidth,@invalid
EBNKMAP_mapVisible,@invalid
EBNKNAV_readyToRestart,@invalid
EB_estimatedGPSValid,@invalid
EB_estimatedGeoTimestamp,@invalid
EB_estimatedHdg,@invalid
EB_estimatedLat,@invalid
EB_estimatedLon,@invalid
EB_initializedCD,@invalid
EB_initializedIC,@invalid
EB_mapCenter,@invalid
EB_mapMoving,false
EB_mapRelease,@invalid
EB_mapRotation,@invalid
EB_mapTags,@invalid
EB_navLanguage,@invalid
EB_resolution,@invalid
EB_sdkVersion,@invalid
EB_startupTimeCD,@invalid
EB_startupTimeIC,@invalid
EB_trafficDisplayInitialized,@invalid
EB_trafficInitialized,@invalid
EB_windowHeight,@invalid
EV_KmsUpTo50,48.280
EV_MilesUpTo30,@invalid
EV_WhpkLast10,392.562
EV_WhpkLast25,349.092
EV_WhpkLast50,@invalid
EV_WhpkUpTo50,344.725
EV_Whpm1MiMedian,514.000
EV_Whpm2MiMedian,514.000
EV_Whpm3MiMedian,426.500
EV_WhpmLast10,574.200
EV_WhpmLast15,550.800
EV_WhpmLast20,559.650
EV_WhpmLast30,542.433
EV_WhpmLast5,566.400
EV_WhpmLastTenth,1247.535
EV_WhpmSendIt,true
EV_WhpmUpTo30,@invalid
EV_currentKnownLocation,Home
EV_last30AveragePower,@invalid
EV_last30EnergyWeightedDrivePower,125821.913
EV_rangeCalc_Miles,@invalid
EV_rangeCalc_Start,@invalid
EV_rangeCalc_kWh,@invalid
EV_rangeCalc_whpm,@invalid
EV_serviceStarted,true
EV_tripA_Miles,7720.567
EV_tripA_Start,16388.662
EV_tripA_kWh,3143.688
EV_tripA_whpm,407.184
EV_tripB_Miles,6659.426
EV_tripB_Start,17449.803
EV_tripB_kWh,2766.620
EV_tripB_whpm,415.444
EV_tripCharge_Miles,0.000
EV_tripCharge_Start,24109.229
EV_tripCharge_kWh,0.000
EV_tripCharge_whpm,0.000
EV_tripCurrent_EndTime,Thu Feb 7 22:48:48 2019
EV_tripCurrent_Miles,1.230
EV_tripCurrent_Start,24107.999
EV_tripCurrent_StartTime,Thu Feb 7 22:43:55 2019
EV_tripCurrent_kWh,0.915
EV_tripCurrent_whpm,743.901
EV_tripSendIt,true
FEATURE_allowVinInChargingTelemetry,true
FEATURE_autoFoldMirrorsEnabled,true
FEATURE_blindspotWarningEnabled,true
FEATURE_browserEnabled,true
FEATURE_calendarEnabled,true
FEATURE_cameraEnabled,true
FEATURE_chargeLimitMax,100
FEATURE_dasDriveOnNavEnabled,false
FEATURE_dasDriveOnNavMapsOkay,false
FEATURE_dasLaneSupportSystemEnabled,false
FEATURE_dasNoConfirmULCEnabled,false
FEATURE_driverProfilesEnabled,true
FEATURE_eggWotEnabled,false
FEATURE_homelinkEnabled,true
FEATURE_laneDepartureWarningEnabled,true
FEATURE_mobileAccessEnabled,true
FEATURE_navigationEnabled,true
FEATURE_navigationServiceMode,disabled
FEATURE_parkAssistEnabled,true
FEATURE_paymentNeeded,false
FEATURE_satelliteMapTilesEnabled,true
FEATURE_streamingRadioEnabled,true
FEATURE_superchargingEnabled,true
FEATURE_trafficMapTilesEnabled,true
FEATURE_tvoiceDisabled,true
FEATURE_vectorMapTilesEnabled,true
FILESYNC_status,"{""nav_us"":{""state"":""idle"",""pct"":0,""rsync_exit_code"":-2,""current_version"":""NA-180906-1605"",""target_version"":""NA-180906-1605""}}"
FILESYNC_toolboxTrigger,""
GMAP_cachedLoadCounter,0
GMAP_networkLoadCounter,0
GTW_chargeState,Complete
GTW_offboardUpdateState,WaitConnection
GTW_offboardUpdateStatus,Ok
GUI_007Mode,false
GUI_24hourTime,true
GUI_AutopilotTrialEndHard,@invalid
GUI_AutopilotTrialEndSoft,@invalid
GUI_AutopilotTrialOptedOut,false
GUI_AutopilotTrialVersion,@invalid
GUI_HoHoHoMode,0
GUI_PINToDriveEnabled,false
GUI_PINToDrivePassed,true
GUI_PINToDriveRequest,false
GUI_ROBenableRadarBraking,Default
GUI_ROBinfrastructure,Default
GUI_ROBtrustRadarMap,Default
GUI_STWControlsMode,Normal
GUI_UMCUpdateInhibit,false
GUI_USBError,false
GUI_WCUpdateInhibit,true
GUI_accFollowDistance,3
GUI_accFromZero,true
GUI_accOvertakeOnRequest,true
GUI_acceptedTelemetryAgreement,true
